식당이름,카테고리,연락처,구,상세주소,해시태그,별점,별점수,리뷰내용
전준수명품청기와감자탕 봉화산점,감자탕,02-433-0344,중랑구,봉화산로 117 (우)02048,#제로페이,4.3,12,"여기 내 인생맛집임 ㄹㅇ 걍 사장님이 너무 친절하셔서 나만 알고싶다@@정말 맛나게 먹었습니다. 감자탕 생각날 때 항상 여기서 먹습니다.@@자주 가고 있습니다. 주변에 맛집이 없어 배달만 시켜먹다가 갔습니다. 맛있고 친절하세요!@@시설이 너무 깨끗하고 맛있어요 감자탕을 즐겨먹지 않는데 여긴 자주올정도로 맛있어요@@양도많고 맛있고 직원들도 너무 친절해서 좋았어요! 담에 또 갈께요!!@@맛있고 친절하셔요 자주가는곳 입니다!@@코로나 때문이 포장해서 먹었는데 너무 맛있어요!! @@거기 어디보다 맛나네 @@동네밥집, 동네감자탕집이란걸 감안하면 훌륭한 수준. 그날그날 컨디션에 따라 국물맛의 깊이가 다름 경향은 있지만, 그래도 이정도면 이따금씩 혼자 가서 소주잔 기울여도 불평은 안 할 정도@@오늘 방문했고 아래 글 보니까 비슷한 단점 1도 못 찾겠던데요... 사장님 완전 친절하시고 양도 혜자임... 재방문 의사 100프로 입니다! 육수 완전 맛있었어요!@@무슨 회뜨고 난 매운탕 먹는듯한 다이어트한 고깃점. 다시는 안가게 하는 신선한 충격이었습니다. 장담하건데, 이딴식으로 장사하면 6개월도 못갑니다. @@돈 아깝습니다. 양도 적고 맛도 그닥인데 8천원이에요. 신발 안 벗어도 되는 건 좋은데  그 외에는 다 별로입니다. 사장님과 종업원은 친절하신 듯 해요. 다시는 안 갈래요. 식사한 증거로 영수증 첨부합니다.@@"
춘리마라탕,중식,,중랑구,망우로 283 1층1층 (우)02098,#제로페이,2.2,10,"별로 인듯 합니다. @@배달 시킨건데 3분의 2 먹으니까 보이는 벌레들.. 저희 집에 날아다니는 벌레일 수도 있는데요 집에 날아다닌 벌레들이였으면 마라탕에 들어가기도 전에 잡아 죽이겠는데 어째 발견이 저기서 돼서.. ㅠ 제 몸 속으로 몇 마리가 들어갔는진 모르겠는데요 많이 별로네요..@@홀 중국직원세분 제집마냥  엄청 ~떠듬. 너어~무 시끄러움. 손님  안중에도 없음. 짜증나서 빨리먹고 나옴.@@준내 맛있음ㅡㅡ 나여기 단골(배달)@@다 조용히해 겁나맛있거든 ㅡㅡ (배달)@@사장님 마인드가 별로에요@@사장 싸가지 없음@@깊은맛이 없고 향신료 맛이 너무 강해요 기대하고 먹었는데 대실망,,@@엥 여기 대박 맛있어서 체인점이어도 멀리서 테이크아웃 해간적 있는데 .. @@별루  굿이 버섯을 물에 뿔릴 이유가 있나?? 야채도 애들이 시들어 있음 고객한테 확인도 안하고 그냥 계산함 속은 기분. 별한개도 아까워!!! 주방장 아저씨 문 앞에서 담배피움. 그손으로 ..@@"
단조,갤러리카페,,중랑구,중랑천로10길 68 보은빌딩 3층 (우)02125,#갤러리카페#카카오페이#제로페이,4.0,4,커피가 맛이 없어요.. 그리고 딸기 케익위에 생크림도 충격적으로 맛이 없어서 남겼어요…. @@티라미슈 맛있어요. 다 좋은데 노키즈존이에요. 움 알았으면 안갔을 거예요. 저는 아이는 없는데 아이였던 어른이라 노키즈존은 불편해요. 사장님도 이유가 있으셨겠죠. 암튼 녹차라테도 맛있어요. @@좋아요 :) @@사장님이 완전 친절하세요!!@@
생활맥주 중랑망우점,"호프,요리주점",02-434-8122,중랑구,용마산로115길 39 1층 (우)02166,#데이트코스#분위기좋은#수제맥주#제로페이,4.0,1,앵그리버드 블랙 치킨 너무 맛있어요. 깨끗한 기름을 사용하시는지 바삭하고 깔끔한 맛에 반했네요~수제맥주도 괜찮네요~! 부산에일? 추천해요@@
내친구고양이카페,고양이카페,02-2209-7446,중랑구,면목로 306 3층 (우)02249,#고양이카페#보드게임카페#제로페이,4.4,8,"고양이들 너무 귀엽고..  순심이도 너무 귀여워요.. 완전 힐링 그리고 냥이강아지가 집에 있는 것처럼 편안히 지내고 주인분도 동물을 사랑하시는게 느껴져요 혼자가도 조용히 동물이랑 같이 있는 시간 즐기고 올 수 있을 것 같아요! @@주인분께서 너무 친절하시고, 고양이 강아지에 대해서 사랑과 애정이 엄청 많이 느껴졌어요. 다음에 또 놀러가고 싶어요. ^^@@깨끗하고 고양이도 너무 귀여워요 다들 건강해 보여서 좋았어요 고양이가 무릎에 앉아줘서 너무 행복했음 순하고 애교 많은 멍멍이도 있어요@@예전에 갔는데, 정말 귀엽습니다!! 아직도 애기들 잘있나 궁금하네요@@추석연휴 중 방문했는데 사가정역 가까워서 좋았고. 사장님도 친절하셨어요. 엄청 큰개도 한마리 있었는게 엄청 사람 좋아해서 문열기도 전에 격하게 반겨줍니다. 냄새는 약간 있었지만ㅎ 고양이도 다 귀엽고 쉐이크도 맛있는편. 저는 이용 안했지만 책도 있고 보드게임도 있고. 공간도 넓습니다0 @@고양이 카페에서 너무재미있게 놀았어요~ 코로나 때문인지 사람이 없지만 고양이랑 행복한 시간 보낼수 있어요~@@고양이네 집에 놀러갔다고 생각하면 편함  사람이 아니라 고양이가 살기 편한 곳 같음 토끼랑 착한 개도 있음  아기랑 같이 왔는데 슬리퍼신은 곳이라서 아기는 개인용 준비하는게 편한 듯해요  사장님 친절하심 냄새는 첨에 났으나 환기를 계속 시켜서 있다보면 안 느껴짐  청소 계속 하심 키즈카페 아닌데 키즈카페인 줄 알고 아기 두고 따로 노시는 분들이 계시다고 아...@@빌딩 들어서자마자 꾸리한 냄새, 카페에 들어서면 냄새는 더 역함. 고양이 냄새 보다 더 역함. 그냥 빨리 나가고 싶은 마음만 듬. 날이 쌀쌀해도 난방도 안하고... 정말 별로임.@@"
스시춘,"초밥,롤",02-493-8351,중랑구,면목로90길 9 동일캐슬1층 (우)02154,#혼밥,4.1,10,가격이 음식/서비스 대비 너무 높으나 간장새우빼고 대체로 회가 부드럽고 밥도 간이 잘 되어 있음 중간중간 올라간 소스가 올라간 초밥들이 있는데 초밥과 잘 어울림  반반스시 구성이 좀 아쉬움... 생연어+불연어 육회+불초밥 과 같이 연어파 or 고기파들을 위한 메뉴가 있었으면 좋겠음  가격이 높다고 생각되는 이유 중 하나가 만원대 후반 초밥세트를 시켰는데 한...@@배달시켜먹었는데 맛있었음@@가격은 퀄보단 높지만 먹을만 함 이동네 스시집이 없어서ㅠㅠ 배달보단 포장이 더 맛이 좋음@@음식이 너무 답니다. 생각보다 별롭니다@@진짜맛있어요. 초밥도맛있고 참치사시미 최고에요~  서비스도많이주셔서 배터지게먹었습니당@@새로 생긴 가게라 가보았는데 분위기 깔끔하고 맛도 있었습니다. 재방문 의사 100프로!@@식재료도 신선하고 아주 맛있게 먹었습니다. 덕분에 모임분위기도 화기애애하고 좋았습니다. 앞으로 번창하셔서 오래오래 유지해주세요. 자주 방문하겠습니다.@@식사(초밥) 손님은  손님도  아닌가봄. 처음  갔을  때는 아직  정식  영업 전이라  재료를  많이  준비  안해서  재료가  떨어졌다고  해서  그럴  수  있겠다  생각하고 정식  오픈  후  재방문했는데 이번에는  들어가자마자  식사이신가요? 하더니 자리도  여러 테이블 비어있는데  테이크아웃만  가능하다고  함 자리  있는데 왜  테이크아웃만  ...@@깔끔하고 좋아요~~^^♡♡ 맛나요~~@@신규오픈해서그런지 깔끔하고 분위기좋네요.. 물론 맛도 최고네요.. 또갈께요~~~@@
롯데리아 상봉역점,패스트푸드,02-494-2222,중랑구,망우로 282-1 (우)02137,#롯데잇츠이벤트#카카오페이#제로페이,2.3,7,"핫초코 나왔는데 잘 안섞인다고 잘 저어먹으라고함ㅎㅎㅎㅎㅎ@@메뉴도 늦게나오고 패티가 오래된건지 잘 안익힌건지 별로였어요@@@@@@빵은 조금 차갑지만 양상추는 좋음, 감자 맛없는거빼곤 잘나오는편 @@새벽에왔어요 쾌적하구 튀김도좋아요@@배달우선해서 감튀하나 매장식사 주문한게 10분만에 나옵니다...ㅡㅡ@@"
먹골장수족발,"족발,보쌈",02-974-9894,중랑구,공릉로 22 (우)02034,#안심식당#제로페이,1.9,12,옛 생각에 방문했는데 예전이랑 많이 다르네요 맛도 맛이지만 장사하시는 분?? 변한 듯 가지마세요~~!!@@@@확실하게 변했습니다...사장님 생각도 마음도...ㅠㅜ @@맛있게 먹고갑니다. 지인 추천받고 간곳인데 가족들도 다 맛있다며 칭찬한곳이네요. 다음에도 방문할 의향있네요@@고기 상한걸 배달해주네요  이러면 못먹죠@@변했어요. 양도 많이 적어요. 비추입니다.@@정말 추천하지 않습니다. 평이 안 좋아서 그런가 심지어 배달어플로는 매장명도 바꿔서 올렸던데 보니까 여기네요. 다신 주문 안 할 곳이에요.@@양이랑 친절도 다 마음에 들었어요 같이 방문한 지인들도 잘먹었다고 하네요@@39000원짜리  반반족발 대  입니다 매운 족발 한개 먹고 사진 찍었습니다 20년 단골인데 왜 이렇게 변했지 느낄정도로 가격과 양이 매우창렬스러워 졌습니다  이게 대가 맞는지 물어봤으나 돌아오는  답은 양이 좀 적죠 라는 답변이었습니다  별 한개도 아까운 리뷰 올립니다  @@맛집입니다 이사오고 한달에 한번씩 6개월 시켜먹었네요 배달의민족이 준비중이라고 떠서 직접 전화했더니 30분후에 족발나온다고 열어준답니다 30분 후에 안열려서 전화하니 다 팔렸다고 다시 1시간 가까이  기다리랍니다 그래서 그럼 미리 좀 얘기해주면 예약했을것 아니냐고 했더니 남자사장이 전화 바꿔받더니 미안하단 말없이 그냥 그렇게 됐답니다 눈치껏 알아서 주문하세...@@제가 전화 주문하고 갔더니 카운터 이주머니가 끝번호요라고 묻더라구요 번호말하니 없는거예요;;붙혀놓은 영수증 8개 중에됴...우왕좌왕하시면서 나중에 보니 전화주문 받아 놓고 자기들이 영수증 출력을 안해 놓았더군요- 그러더니 갑자기 결재 하게 카드 달라길래 황당해서 몇분 걸리냐고 물으니 대답안하고 카드 달라는 식으로 해서 제가 다시 한번 몇분 걸리냐 물었어요;...@@족발 맞아? 개 맛! 양도 적고 비싸고..비개덩어리만 있고  맛없어@@
진미각,중식,02-494-9800,중랑구,겸재로 225 (우)02162,#코스요리#제로페이,5.0,1,짱맛있어요@@
고려원양꼬치,양꼬치,02-493-6421,중랑구,중랑역로 18 (우)02109,#안심식당#제로페이,4.3,7,나쁘지 않아요@@@@몇번을 먹었는데 마라샹궈집이 아니고 양꼬치집이라는걸 첨 알았네옄ㅋㅋㅋㅋㅋ인생 마라샹궈집중 한 곳. 자꾸 생각나는맛@@@@마라탕 마라샹궈 새우볶음밥 먹었는데 마라메뉴는 둘다 상해에서 먹던 그맛이네요 순한맛 먹었는데 좀더 매운거 먹어도 맛날거같아요 알싸한게 너무 좋아요♡ 새우볶음밥은 약간 싱거운 느낌은 있어요 마라샹궈랑 비비면 괜춘@@마라탕 맛있어요^^ 양꼬치도 맛있어요.친절하고 좋아요 . 번창하세요.@@마라탕은 무조건 여기 꿔바로우도 맛있음. 양꼬치는 그저 그런.. 마라탕은 지금까지 10번넘게 요기요에서도 시켜먹고 가서 먹고 포장해서 먹고 없던입맛 돌아오게해줌 양파장아찌랑 먹으면 핵꿀맛@@
맘스터치 면목점,패스트푸드,02-432-9692,중랑구,면목로 306 1층 (우)02249,#제로페이,3.0,9,"불친절해요... 패티도 오버쿡인거같은지 질깁니다..@@햄버거 패티, 주먹보다 작다.  3번째 사진은 2021.11.19에 다시 방문해서 찍은 사진이다. 아직도 패티가 지나치게 작다.   이게 맞나? 싶을정도로 작은데 정말 이게 맞나?  @@@@햄버거는 그냥 그런데 카운터 알바하시는분이 넘이쁨 ㅋㅋㅋ 강아지눈^^@@맛있어요@@빠르게 나와요@@너무 맛있게 잘먹었어요!!! 매장 조명좀 밝게 했으면 하는 아쉬움이 남았습니다.@@너무 느리고 말도 너무 못알아듣고 너무 불친절해요@@좋은데 왜 평점이 낮지....?!?!@@"
롯데리아 사가정역점,패스트푸드,02-438-0811,중랑구,면목로 333 (우)02228,#롯데잇츠이벤트#제로페이,2.4,10,"@@@@@@리모델링 이후 인테리어에 만족하고 자주 이용했었는데 2층 화장실 이용할 일이 있어 갔다가 직원이 화장실 이용하고 손 안 닦고 나감 목격 두 번 정도 그 상황 목격한 이 후로 가지 않음 그 손으로 조리하거나 포장한다 생각하면 매우 부적절하다 여김 본사 차원에서 위생교육이 필요 할 듯@@매장은 진짜 깨끗하고 좋은데 직원 싸가지 ㅋㅋ 점장같아보이는데 @@진짜 솔직한 후기  왔었던 롯데리아 중 제일 깨끗했음  청량리점, 제기점 갔었는데 항상 더러웠는데  여긴 진짜 깔끔하고 매장도 리뉴얼한듯 인테리어 이쁨  직원분들 불친절하다고 하는데  그건 못 느꼈음  관리 잘 하는 듯 함@@음식가지고 장난치는 갓데리아의 진면모를 볼 수 있는 곳. 알레스카에서 직수입 해왔나 싶을정도로 모든 음식이 딱딱하고 차가움.@@항상 갈때마다 알바생들 개 ㅆㄱㅈ없고 오늘 포장해왔을땐 다 나왔다고 던지듯이 팍 놓고 뭐라 말할까하다 포장해갖구 왔는데 케찹이 없길래 감튀를 먹으라는건지 마는건지 모르겠네요ㅋㅋ 감튀도 거의 이런것만 있는데 제가 예민한건가요???@@매장이 깨끗한 상태 입니다 직원이 좀더 응대를 잘했으면 좋을것 같습니다 @@아이스크림 먹기 좋은 곳 새벽에는 2층 운영 안함 전부터 불친절하다는 소리를 들어서인가 요즘은 친절함@@"
대박집 면목본점,"육류,고기",02-433-4331,중랑구,면목로 419 (우)02146,#24시간식당#삼겹살무한리필#친목모임#혼고기#회식장소#제로페이,1.0,1,"이사오고나서 도로변에 있길래 저녁먹으로 가족 3명끼리 같이 갔습니다만, 뭔 무한리필은 뭐가되고 뭐가안되고 좀 복잡하더라도 그려려니하고 먹는데, 소주 4병쯤 먹고있을때 갑자기 와서는 주문도 하지 않았는데 대뜸 먹지도 시키지도 않은 메뉴를 추가하고 쌩 가버리더라구요. 의아해서 다같이 뭘 체크한건가 보니 하; 먹지도 않은 다른 메뉴 추가하고 저희 가족들이 이상해...@@"
한방닭터,삼계탕,02-2208-3939,중랑구,봉우재로 24 (우)02131,#건강식,4.3,11,백숙 패스트푸드..... 한방도 모르겠고... 가성비가 좋다는데.. 음... 결론은 싸기만함.@@누룽지백숙맛집@@닭비린내없고 누룽지가 정말 맛있어요 정말친절하시구요 오랜단골입니다 백숙은 이집것만먹어요@@복날이어서겠지요? 한방닭이래서 기대하고 갔는데 집에서  해먹을걸하고 후회함. 할머니 친절한 서비스는 굿. 재방문 생각 없음.@@백숙 가격도 좋고 넘 배부르고 또 방문할거에요^^@@죄송한 가성비.  그 가격에 숟가락에 포장지를 볼 수 있는 곳. 엄니랑 갔다가 값 올리라고 난리난리~ 나 죽기전에 자주 가고 싶으나 멀어서 글만 좋다고 쓰네요.@@가성비 좋아요 이 집. 대박나세요@@합리적 가격의 누룽지 백숙 서비수로 나오는 과실주 구수하고 맛있는 닭죽 보양 위해 종종 방문할게요:)@@국물및 삼계닭이 맛있어요@@이동네 맛집입니다. 여기 살면서 그동안 안가본거 후회될정도 가성비 좋음.@@꼭 누룽지백숙을 먹어봅시다@@
